Year,Pick,Team,Player,Position
2014,6,BOS,Marcus Smart,Shooting
2014,7,LAL,Julius Randle,Power
2014,8,SAC,Nik Stauskas,Shooting
2014,9,CHH,Noah Vonleh,Power
2014,10,PHI,Elfrid Payton,Point
2014,11,DEN,Doug McDermott,Small
2014,12,ORL,Dario Šarić,Power
2014,13,MIN,Zach LaVine,Shooting
2014,14,PHO,T.J. Warren,Small
2014,15,ATL,Adreian Payne,Power
2014,16,CHI,Jusuf Nurkić,Center
2014,17,BOS,James Young,Shooting
2014,18,PHO,Tyler Ennis,Point
2014,19,CHI,Gary Harris,Shooting
2014,20,TOR,Bruno Caboclo,Small
2014,21,OKC,Mitch McGary,Power
2014,22,MEM,Jordan Adams,Shooting
2014,23,UTA,Rodney Hood,Shooting
2014,24,CHH,Shabazz Napier,Point
2014,25,HOU,Clint Capela,Center
2014,26,MIA,P.J. Hairston,Small
2014,27,PHO,Bogdan Bogdanović,Shooting
2014,28,LAC,C.J. Wilcox,Shooting
2014,29,OKC,Josh Huestis,Power
2014,30,SAS,Kyle Anderson,Small
2014,31,MIL,Damien Inglis,Small
2014,32,PHI,K.J. McDaniels,Small
2014,33,CLE,Joe Harris,Shooting
2014,34,NYK,Cleanthony Early,Small
2014,35,UTA,Jarnell Stokes,Center
2014,36,MIL,Johnny O'Bryant,Power
2014,37,TOR,DeAndre Daniels,Forward
2014,38,DET,Spencer Dinwiddie,Point
2014,39,PHI,Jerami Grant,Power
2014,40,MIN,Glenn Robinson III,Small
2014,41,DEN,Nikola Jokić,Center
2014,42,HOU,Nick Johnson,Shooting
2014,43,ATL,Edy Tavares,Center
2014,44,MIN,Markel Brown,Shooting
2014,45,CHH,Dwight Powell,Center
2014,46,WAS,Jordan Clarkson,Shooting
2014,47,PHI,Russ Smith,Point
2014,48,MIL,Lamar Patterson,Shooting
2014,49,CHI,Cameron Bairstow,Power
2014,50,PHO,Alec Brown,Forward/Center
2014,51,NYK,Thanasis Antetokounmpo,Small
2014,52,PHI,Vasilije Micić,Guard
2014,53,MIN,Alessandro Gentile,Forward
2014,54,PHI,Nemanja Dangubić,Guard
2014,55,MIA,Semaj Christon,Point
2014,56,DEN,Devyn Marble,Shooting
2014,57,IND,Louis Labeyrie,Forward
2014,58,SAS,Jordan McRae,Shooting
2014,59,TOR,Xavier Thames,Guard
2014,60,SAS,Cory Jefferson,Power
2015,1,MIN,Karl-Anthony Towns,Center
2015,2,LAL,D'Angelo Russell,Point
2015,3,PHI,Jahlil Okafor,Center
2015,4,NYK,Kristaps Porziņģis,Power
2015,5,ORL,Mario Hezonja,Small
2015,6,SAC,Willie Cauley-Stein,Center
2015,7,DEN,Emmanuel Mudiay,Point
2015,8,DET,Stanley Johnson,Small
2015,9,CHO,Frank Kaminsky,Center
2015,10,MIA,Justise Winslow,Small
2015,11,IND,Myles Turner,Center
2015,12,UTA,Trey Lyles,Power
2015,13,PHO,Devin Booker,Shooting
2015,14,OKC,Cameron Payne,Point
2015,15,ATL,Kelly Oubre Jr.,Small
2015,16,BOS,Terry Rozier,Point
2015,17,MIL,Rashad Vaughn,Shooting
2015,18,HOU,Sam Dekker,Power
2015,19,WAS,Jerian Grant,Point
2015,20,TOR,Delon Wright,Point
2015,21,DAL,Justin Anderson,Small
2015,22,CHI,Bobby Portis,Power
2015,23,POR,Rondae Hollis-Jefferson,Small
2015,24,CLE,Tyus Jones,Point
2015,25,MEM,Jarell Martin,Power
2015,26,SAS,Nikola Milutinov,Center
2015,27,LAL,Larry Nance Jr.,Power
2015,28,BOS,R.J. Hunter,Shooting
2015,29,BRK,Chris McCullough,Power
2015,30,GSW,Kevon Looney,Center
2015,31,MIN,Cedi Osman,Small
2015,32,HOU,Montrezl Harrell,Center
2015,33,BOS,Jordan Mickey,Power
2015,34,LAL,Anthony Brown,Small
2015,35,PHI,Willy Hernangómez,Center
2015,36,MIN,Rakeem Christmas,Power
2015,37,PHI,Richaun Holmes,Center
2015,38,DET,Darrun Hilliard,Shooting
2015,39,CHO,Juan Pablo Vaulet,Forward
2015,40,MIA,Josh Richardson,Shooting
2015,41,BRK,Pat Connaughton,Shooting
2015,42,UTA,Olivier Hanlan,Guard
2015,43,IND,Joe Young,Point
2015,44,PHO,Andrew Harrison,Point
2015,45,BOS,Marcus Thornton,Guard
2015,46,MIL,Norman Powell,Shooting
2015,47,PHI,Artūras Gudaitis,Center
2015,48,OKC,Dakari Johnson,Center
2015,49,WAS,Aaron White,Forward
2015,50,ATL,Marcus Eriksson,Guard
2015,51,ORL,Tyler Harvey,Guard
2015,52,DAL,Satnam Singh,Center
2015,53,CLE,Sir'Dominic Pointer,Guard/Forward
2015,54,UTA,Dani Díez,Forward
2015,55,SAS,Cady Lalanne,Center
2015,56,NOP,Branden Dawson,Power
2015,57,DEN,Nikola Radičević,Guard
2015,58,PHI,J.P. Tokoto,Guard/Forward
2015,59,ATL,Dimitrios Agravanis,Forward/Center
2015,60,PHI,Luka Mitrović,Forward
2016,1,PHI,Ben Simmons,Point
2016,2,LAL,Brandon Ingram,Small
2016,3,BOS,Jaylen Brown,Shooting
2016,4,PHO,Dragan Bender,Power
2016,5,MIN,Kris Dunn,Point
2016,6,NOP,Buddy Hield,Shooting
2016,7,DEN,Jamal Murray,Point
2016,8,SAC,Marquese Chriss,Power
2016,9,TOR,Jakob Poeltl,Center
2016,10,MIL,Thon Maker,Center
2016,11,ORL,Domantas Sabonis,Power
2016,12,UTA,Taurean Prince,Small
2016,13,PHO,Georgios Papagiannis,Center
2016,14,CHI,Denzel Valentine,Shooting
2016,15,DEN,Juan Hernangómez,Power
2016,16,BOS,Guerschon Yabusele,Power
2016,17,MEM,Wade Baldwin,Point
2016,18,DET,Henry Ellenson,Power
2016,19,DEN,Malik Beasley,Shooting
2016,20,IND,Caris LeVert,Shooting
2016,21,ATL,DeAndre' Bembry,Small
2016,22,CHO,Malachi Richardson,Shooting
2016,23,BOS,Ante Žižić,Center
2016,24,PHI,Timothé Luwawu-Cabarrot,Small
2016,25,LAC,Brice Johnson,Power
2016,26,PHI,Furkan Korkmaz,Shooting
2016,27,TOR,Pascal Siakam,Power
2016,28,PHO,Skal Labissière,Power
2016,29,SAS,Dejounte Murray,Point
2016,30,GSW,Damian Jones,Center
2016,31,BOS,Deyonta Davis,Center
2016,32,LAL,Ivica Zubac,Center
2016,33,LAC,Cheick Diallo,Power
2016,34,PHO,Tyler Ulis,Point
2016,35,BOS,Rade Zagorac,Guard/Forward
2016,36,MIL,Malcolm Brogdon,Point
2016,37,HOU,Chinanu Onuaku,Center
2016,38,MIL,Patrick McCaw,Shooting
2016,39,NOP,David Michineau,Guard
2016,40,NOP,Diamond Stone,Center
2016,41,ORL,Stephen Zimmerman,Center
2016,42,UTA,Isaiah Whitehead,Point
2016,43,HOU,Zhou Qi,Power
2016,44,ATL,Isaïa Cordinier,Guard
2016,45,BOS,Demetrius Jackson,Point
2016,46,DAL,A.J. Hammons,Center
2016,47,ORL,Jake Layman,Small
2016,48,CHI,Paul Zipser,Small
2016,49,DET,Michael Gbinije,Shooting
2016,50,IND,Georges Niang,Power
2016,51,BOS,Ben Bentil,Power
2016,52,UTA,Joel Bolomboy,Power
2016,53,DEN,Petr Cornelie,Forward
2016,54,ATL,Kay Felder,Point
2016,55,BRK,Marcus Paige,Point
2016,56,DEN,Daniel Hamilton,Shooting
2016,57,MEM,Wang Zhelin,Center
2016,58,BOS,Abdel Nader,Small
2016,59,SAC,Isaiah Cousins,Guard
2016,60,UTA,Tyrone Wallace,Point
2017,1,PHI,Markelle Fultz,Shooting
2017,2,LAL,Lonzo Ball,Point
2017,3,BOS,Jayson Tatum,Small
2017,4,PHO,Josh Jackson,Shooting
2017,5,SAC,De'Aaron Fox,Point
2017,6,ORL,Jonathan Isaac,Power
2017,7,MIN,Lauri Markkanen,Power
2017,8,NYK,Frank Ntilikina,Point
2017,9,DAL,Dennis Smith Jr.,Point
2017,10,SAC,Zach Collins,Power
2017,11,CHO,Malik Monk,Shooting
2017,12,DET,Luke Kennard,Shooting
2017,13,DEN,Donovan Mitchell,Shooting
2017,14,MIA,Bam Adebayo,Center
2017,15,POR,Justin Jackson,Small
2017,16,CHI,Justin Patton,Center
2017,17,MIL,D.J. Wilson,Power
2017,18,IND,T.J. Leaf,Power
2017,19,ATL,John Collins,Power
2017,20,POR,Harry Giles,Center
2017,21,OKC,Terrance Ferguson,Shooting
2017,22,BRK,Jarrett Allen,Center
2017,23,TOR,OG Anunoby,Small
2017,24,UTA,Tyler Lydon,Power
2017,25,ORL,Anžejs Pasečņiks,Center
2017,26,POR,Caleb Swanigan,Power
2017,27,BRK,Kyle Kuzma,Power
2017,28,LAL,Tony Bradley,Center
2017,29,SAS,Derrick White,Shooting
2017,30,UTA,Josh Hart,Shooting
2017,31,CHO,Frank Jackson,Point
2017,32,PHO,Davon Reed,Shooting
2017,33,ORL,Wesley Iwundu,Small
2017,34,SAC,Frank Mason III,Point
2017,35,ORL,Ivan Rabb,Power
2017,36,PHI,Jonah Bolden,Center
2017,37,BOS,Semi Ojeleye,Power
2017,38,CHI,Jordan Bell,Center
2017,39,PHI,Jawun Evans,Point
2017,40,NOP,Dwayne Bacon,Shooting
2017,41,ATL,Tyler Dorsey,Shooting
2017,42,UTA,Thomas Bryant,Center
2017,43,HOU,Isaiah Hartenstein,Center
2017,44,NYK,Damyean Dotson,Shooting
2017,45,HOU,Dillon Brooks,Small
2017,46,PHI,Sterling Brown,Shooting
2017,47,IND,Ike Anigbogu,Center
2017,48,MIL,Sindarius Thornwell,Shooting
2017,49,DEN,Vlatko Čančar,Power
2017,50,PHI,Mathias Lessort,Forward
2017,51,DEN,Monte Morris,Point
2017,52,NOP,Edmond Sumner,Shooting
2017,53,BOS,Kadeem Allen,Point
2017,54,PHO,Alec Peters,Power
2017,55,UTA,Nigel Williams-Goss,Point
2017,56,BOS,Jabari Bird,Shooting
2017,57,BRK,Sasha Vezenkov,Forward
2017,58,NYK,Ognjen Jaramaz,Guard
2017,59,SAS,Jaron Blossomgame,Small
2017,60,ATL,Alpha Kaba,Forward
2018,1,PHO,Deandre Ayton,Center
2018,2,SAC,Marvin Bagley III,Power
2018,3,ATL,Luka Dončić,Point
2018,4,MEM,Jaren Jackson Jr.,Center
2018,5,DAL,Trae Young,Point
2018,6,ORL,Mo Bamba,Center
2018,7,CHI,Wendell Carter Jr.,Center
2018,8,CLE,Collin Sexton,Point
2018,9,NYK,Kevin Knox,Small
2018,10,PHI,Mikal Bridges,Small
2018,11,CHO,Shai Gilgeous-Alexander,Shooting
2018,12,LAC,Miles Bridges,Small
2018,13,LAC,Jerome Robinson,Shooting
2018,14,DEN,Michael Porter Jr.,Small
2018,15,WAS,Troy Brown Jr.,Small
2018,16,PHO,Zhaire Smith,Shooting
2018,17,MIL,Donte DiVincenzo,Shooting
2018,18,SAS,Lonnie Walker,Shooting
2018,19,ATL,Kevin Huerter,Shooting
2018,20,MIN,Josh Okogie,Shooting
2018,21,UTA,Grayson Allen,Shooting
2018,22,CHI,Chandler Hutchison,Small
2018,23,IND,Aaron Holiday,Point
2018,24,POR,Anfernee Simons,Shooting
2018,25,LAL,Moritz Wagner,Center
2018,26,PHI,Landry Shamet,Shooting
2018,27,BOS,Robert Williams,Center
2018,28,GSW,Jacob Evans,Shooting
2018,29,BRK,Džanan Musa,Shooting
2018,30,ATL,Omari Spellman,Center
2018,31,PHO,Elie Okobo,Point
2018,32,MEM,Jevon Carter,Point
2018,33,DAL,Jalen Brunson,Point
2018,34,ATL,Devonte' Graham,Point
2018,35,ORL,Melvin Frazier,Shooting
2018,36,NYK,Mitchell Robinson,Center
2018,37,SAC,Gary Trent Jr.,Shooting
2018,38,PHI,Khyri Thomas,Shooting
2018,39,PHI,Isaac Bonga,Small
2018,40,BRK,Rodions Kurucs,Small
2018,41,ORL,Jarred Vanderbilt,Power
2018,42,DET,Bruce Brown,Point
2018,43,DEN,Justin Jackson,Forward
2018,44,WAS,Issuf Sanon,Guard
2018,45,BRK,Hamidou Diallo,Shooting
2018,46,HOU,De'Anthony Melton,Point
2018,47,LAL,Sviatoslav Mykhailiuk,Small
2018,48,MIN,Keita Bates-Diop,Small
2018,49,SAS,Chimezie Metu,Center
2018,50,IND,Alize Johnson,Power
2018,51,NOP,Tony Carr,Guard
2018,52,UTA,Vince Edwards,Small
2018,53,OKC,Devon Hall,Point
2018,54,DAL,Shake Milton,Shooting
2018,55,CHO,Arnoldas Kulboka,Forward
2018,56,PHI,Ray Spalding,Power
2018,57,OKC,Kevin Hervey,Power
2018,58,DEN,Thomas Welsh,Center
2018,59,PHO,George King,Small
2018,60,PHI,Kostas Antetokounmpo,Power
2019,1,NOP,Zion Williamson,Power
2019,2,MEM,Ja Morant,Point
2019,3,NYK,RJ Barrett,Shooting
2019,4,LAL,De'Andre Hunter,Small
2019,5,CLE,Darius Garland,Shooting
2019,6,PHO,Jarrett Culver,Shooting
2019,7,CHI,Coby White,Point
2019,8,ATL,Jaxson Hayes,Center
2019,9,WAS,Rui Hachimura,Power
2019,10,ATL,Cam Reddish,Small
2019,11,MIN,Cameron Johnson,Power
2019,12,CHO,P.J. Washington,Power
2019,13,MIA,Tyler Herro,Shooting
2019,14,BOS,Romeo Langford,Shooting
2019,15,DET,Sekou Doumbouya,Power
2019,16,ORL,Chuma Okeke,Power
2019,17,BRK,Nickeil Alexander-Walker,Shooting
2019,18,IND,Goga Bitadze,Center
2019,19,SAS,Luka Šamanić,Power
2019,20,BOS,Matisse Thybulle,Shooting
2019,21,OKC,Brandon Clarke,Power
2019,22,BOS,Grant Williams,Power
2019,23,UTA,Darius Bazley,Power
2019,24,PHI,Ty Jerome,Shooting
2019,25,POR,Nassir Little,Power
2019,26,CLE,Dylan Windler,Small
2019,27,BRK,Mfiondu Kabengele,Power
2019,28,GSW,Jordan Poole,Shooting
2019,29,SAS,Keldon Johnson,Small
2019,30,MIL,Kevin Porter Jr.,Shooting
2019,31,BRK,Nicolas Claxton,Center
2019,32,PHO,KZ Okpala,Power
2019,33,PHI,Carsen Edwards,Shooting
2019,34,PHI,Bruno Fernando,Center
2019,35,ATL,Didi Louzada,Small
2019,36,CHO,Cody Martin,Small
2019,37,DAL,Deividas Sirvydis,Shooting
2019,38,CHI,Daniel Gafford,Center
2019,39,NOP,Alen Smailagić,Power
2019,40,SAC,Justin James,Small
2019,41,GSW,Eric Paschall,Power
2019,42,PHI,Admiral Schofield,Power
2019,43,MIN,Jaylen Nowell,Shooting
2019,44,MIA,Bol Bol,Power
2019,45,DET,Isaiah Roby,Power
2019,46,ORL,Talen Horton-Tucker,Shooting
2019,47,SAC,Ignas Brazdeikis,Small
2019,48,LAC,Terance Mann,Shooting
2019,49,SAS,Quinndary Weatherspoon,Shooting
2019,50,IND,Jarrell Brantley,Power
2019,51,BOS,Tremont Waters,Point
2019,52,CHO,Jalen McDaniels,Small
2019,53,UTA,Justin Wright-Foreman,Point
2019,54,PHI,Marial Shayok,Shooting
2019,55,NYK,Kyle Guy,Shooting
2019,56,LAC,Jaylen Hands,Guard
2019,57,NOP,Jordan Bone,Point
2019,58,GSW,Miye Oni,Shooting
2019,59,TOR,Dewan Hernandez,Center
2019,60,SAC,Vanja Marinković,Guard
2020,1,MIN,Anthony Edwards,Shooting
2020,2,GSW,James Wiseman,Center
2020,3,CHO,LaMelo Ball,Point
2020,4,CHI,Patrick Williams,Power
2020,5,CLE,Isaac Okoro,Shooting
2020,6,ATL,Onyeka Okongwu,Center
2020,7,DET,Killian Hayes,Point
2020,8,NYK,Obi Toppin,Power
2020,9,WAS,Deni Avdija,Small
2020,10,PHO,Jalen Smith,Power
2020,11,SAS,Devin Vassell,Small
2020,12,SAC,Tyrese Haliburton,Point
2020,13,NOP,Kira Lewis Jr.,Point
2020,14,BOS,Aaron Nesmith,Small
2020,15,ORL,Cole Anthony,Point
2020,16,POR,Isaiah Stewart,Center
2020,17,MIN,Aleksej Pokusevski,Power
2020,18,DAL,Josh Green,Shooting
2020,19,BRK,Saddiq Bey,Small
2020,20,MIA,Precious Achiuwa,Power
2020,21,PHI,Tyrese Maxey,Shooting
2020,22,DEN,Zeke Nnaji,Power
2020,23,NYK,Leandro Bolmaro,Forward
2020,24,MIL,R.J. Hampton,Shooting
2020,25,OKC,Immanuel Quickley,Point
2020,26,BOS,Payton Pritchard,Shooting
2020,27,UTA,Udoka Azubuike,Center
2020,28,LAL,Jaden McDaniels,Power
2020,29,TOR,Malachi Flynn,Point
2020,30,BOS,Desmond Bane,Shooting
2020,31,DAL,Tyrell Terry,Point
2020,32,CHO,Vernon Carey Jr.,Center
2020,33,MIN,Daniel Oturu,Center
2020,34,PHI,Théo Maledon,Point
2020,35,SAC,Xavier Tillman Sr.,Power
2020,36,PHI,Tyler Bey,Small
2020,37,WAS,Vit Krejci,Guard
2020,38,UTA,Saben Lee,Point
2020,39,NOP,Elijah Hughes,Small
2020,40,MEM,Robert Woodard,Small
2020,41,SAS,Tre Jones,Point
2020,42,NOP,Nick Richards,Power
2020,43,SAC,Jahmi'us Ramsey,Shooting
2020,44,CHI,Marko Simonovic,Center
2020,45,MIL,Jordan Nwora,Small
2020,46,POR,CJ Elleby,Small
2020,47,BOS,Yam Madar,Guard
2020,48,GSW,Nico Mannion,Point
2020,49,PHI,Isaiah Joe,Shooting
2020,50,ATL,Skylar Mays,Shooting
2020,51,GSW,Justinian Jessup,Guard
2020,52,SAC,Kenyon Martin Jr.,Small
2020,53,OKC,Cassius Winston,Point
2020,54,IND,Cassius Stanley,Shooting
2020,55,BRK,Jay Scrubb,Shooting
2020,56,CHO,Grant Riller,Point
2020,57,LAC,Reggie Perry,Power
2020,58,PHI,Paul Reed,Power
2020,59,TOR,Jalen Harris,Shooting
2020,60,NOP,Sam Merrill,Shooting
2021,1,DET,Cade Cunningham,Guard
2021,2,HOU,Jalen Green,Guard
2021,3,CLE,Evan Mobley,Forward/Center
2021,4,TOR,Scottie Barnes,Guard/Forward
2021,5,ORL,Jalen Suggs,Guard
2021,6,OKC,Josh Giddey,Guard
2021,7,GSW,Jonathan Kuminga,Forward
2021,8,ORL,Franz Wagner,Guard/Forward
2021,9,SAC,Davion Mitchell,Guard
2021,10,NOP,Ziaire Williams,Forward
2021,11,CHO,James Bouknight,Guard
2021,12,SAS,Joshua Primo,Guard
2021,13,IND,Chris Duarte,Guard
2021,14,GSW,Moses Moody,Guard
2021,15,WAS,Corey Kispert,Guard/Forward
2021,16,OKC,Alperen Şengün,Forward
2021,17,MEM,Trey Murphy III,Forward
2021,18,OKC,Tre Mann,Guard
2021,19,NYK,Kai Jones,Forward/Center
2021,20,ATL,Jalen Johnson,Forward
2021,21,NYK,Keon Johnson,Guard
2021,22,LAL,Isaiah Jackson,Forward/Center
2021,23,HOU,Usman Garuba,Forward
2021,24,HOU,Josh Christopher,Guard
2021,25,LAC,Quentin Grimes,Guard
2021,26,DEN,Bones Hyland,Guard
2021,27,BRK,Cameron Thomas,Guard
2021,28,PHI,Jaden Springer,Guard
2021,29,PHO,Day'Ron Sharpe,Center
2021,30,UTA,Santi Aldama,Forward
2021,31,MIL,Isaiah Todd,Forward
2021,32,NYK,Jeremiah Robinson-Earl,Forward
2021,33,ORL,Jason Preston,Guard
2021,34,OKC,Rokas Jokubaitis,Guard
2021,35,NOP,Herb Jones,Forward
2021,36,OKC,Miles McBride,Guard
2021,37,DET,JT Thor,Forward
2021,38,CHI,Ayo Dosunmu,Guard
2021,39,SAC,Neemias Queta,Center
2021,40,NOP,Jared Butler,Guard
2021,41,SAS,Joe Wieskamp,Guard
2021,42,DET,Isaiah Livers,Forward
2021,43,NOP,Greg Brown III,Forward
2021,44,BRK,Kessler Edwards,Forward
2021,45,BOS,Juhann Begarin,Guard
2021,46,TOR,Dalano Banton,Guard/Forward
2021,47,TOR,David Johnson,Guard
2021,48,ATL,Sharife Cooper,Guard
2021,49,BRK,Marcus Zegarowski,Guard
2021,50,PHI,Filip Petrušev,Forward/Center
2021,51,MEM,Brandon Boston Jr.,Guard/Forward
2021,52,DET,Luka Garza,Forward/Center
2021,53,PHI,Charles Bassey,Center
2021,54,IND,Sandro Mamukelashvili,Forward
2021,55,OKC,Aaron Wiggins,Guard
2021,56,CHO,Scottie Lewis,Guard
2021,57,CHO,Balša Koprivica,Center
2021,58,NYK,Jericho Sims,Forward
2021,59,BRK,RaiQuan Gray,Forward
2021,60,IND,Georgios Kalaitzakis,Guard/Forward
